id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
1865,L,92,92,18,20,False
1866,UN,13,-70,19,9,False
1867,L,7,-279,14,10,True
1868,kg,50,-215,11,2,False
1869,kg,59,40,19,27,False
1870,UN,17,-94,13,21,True
1871,L,94,-191,4,19,True
1872,kg,19,388,10,6,False
1873,UN,29,121,19,18,False
1874,kg,4,-259,9,13,False
1875,kg,3,47,3,22,True
1876,L,78,-150,11,2,True
1877,UN,64,-152,14,28,False
1878,kg,78,-79,5,9,False
1879,kg,1,-123,18,3,False
1880,kg,5,189,15,25,False
1881,kg,54,-103,6,2,True
1882,kg,33,108,2,15,True
1883,UN,20,-194,8,7,True
1884,L,94,154,4,18,False
1885,kg,87,333,1,18,True
1886,kg,11,13,6,11,True
1887,L,81,302,17,1,False
1888,UN,82,-267,9,24,False
1889,kg,95,124,17,9,True
1890,kg,80,-138,19,16,False
1891,UN,98,416,4,17,False
1892,L,55,-21,17,16,False
1893,kg,74,-186,6,19,False
1894,L,6,-107,13,2,False
1895,L,27,372,5,15,True
1896,L,57,161,15,5,True
1897,L,81,-265,8,23,True
1898,kg,87,381,18,3,False
1899,UN,92,95,9,16,True
1900,L,61,305,7,21,False
1901,kg,78,87,18,25,True
1902,UN,30,-42,13,13,True
1903,L,31,351,17,17,False
1904,L,76,-50,16,1,False
1905,L,56,344,9,1,True
1906,L,67,27,6,6,False
1907,kg,44,-303,12,18,True
1908,L,92,235,6,23,False
1909,UN,56,-141,15,8,False
1910,L,35,241,6,18,True
1911,kg,21,-271,5,23,True
1912,L,39,-158,6,1,True
1913,kg,11,219,16,16,True
1914,kg,66,-149,8,12,False
1915,kg,19,61,18,20,True
1916,kg,96,-108,12,11,False
1917,kg,73,-282,8,26,True
1918,UN,70,74,4,18,True
1919,kg,67,257,6,18,False
1920,L,62,406,2,1,False
1921,UN,74,-256,2,25,True
1922,UN,51,-44,12,12,False
1923,L,27,-145,12,8,True
1924,UN,98,354,3,22,False
1925,kg,7,-103,10,10,False
1926,kg,27,-28,10,29,True
1927,kg,3,334,18,26,False
1928,L,43,304,5,19,False
1929,kg,59,-247,7,7,False
1930,kg,23,71,10,7,True
1931,kg,90,361,19,12,False
1932,UN,67,-123,2,11,True
1933,L,4,-259,11,27,True
1934,L,84,-139,11,23,False
1935,kg,93,-75,16,5,True
1936,kg,64,88,14,19,True
1937,L,28,-41,10,12,False
1938,UN,28,-154,7,4,True
1939,L,45,410,11,8,True
1940,kg,62,-91,19,18,False
1941,L,24,-191,8,4,False
1942,L,16,407,17,19,False
1943,UN,94,264,2,21,True
1944,UN,54,13,4,25,False
1945,L,80,-114,19,20,False
1946,kg,16,41,4,12,True
1947,UN,17,-174,16,3,False
1948,UN,57,270,8,2,True
1949,UN,51,344,3,8,False
1950,L,20,-285,4,13,False
1951,L,39,399,12,16,False
1952,L,30,398,4,3,False
1953,L,59,-16,12,11,False
1954,kg,35,4,16,25,False
1955,kg,67,-194,14,3,False
1956,UN,70,-152,3,29,True
1957,UN,74,116,3,5,True
1958,UN,87,383,2,28,False
1959,kg,54,402,18,18,False
1960,L,86,216,2,16,True
1961,UN,57,-121,2,3,False
1962,UN,90,274,9,8,False
1963,UN,77,267,7,13,True
1964,UN,32,304,9,18,True
1965,UN,22,57,19,18,False
1966,kg,2,131,2,13,False
1967,kg,4,104,14,24,False
1968,UN,91,132,18,6,True
1969,kg,55,329,13,14,False
1970,L,57,-49,4,6,True
1971,kg,29,-187,8,16,True
1972,L,73,215,14,8,True
1973,UN,41,-20,10,5,True
1974,UN,72,187,15,9,False
1975,L,10,-258,6,15,False
1976,L,77,79,13,15,True
1977,kg,42,78,4,8,True
1978,kg,66,244,19,27,True
1979,kg,93,-289,6,5,False
1980,kg,20,154,4,27,True
1981,L,67,47,19,18,False
1982,kg,53,-94,5,12,True
1983,UN,55,107,13,2,False
1984,UN,35,9,9,9,True
1985,L,6,76,2,11,True
1986,kg,71,-226,2,23,True
1987,UN,78,36,4,17,True
1988,UN,88,25,12,24,False
1989,UN,20,-160,12,27,False
1990,L,32,-99,7,17,False
1991,UN,59,246,9,25,True
1992,UN,32,39,9,18,True
1993,kg,45,-12,1,22,False
1994,kg,35,-151,16,23,True
1995,L,93,40,12,9,True
1996,L,54,-210,17,29,True
1997,L,25,144,14,22,False
1998,L,98,-280,4,14,True
1999,kg,79,232,1,6,True
2000,UN,58,195,12,20,True
2001,kg,23,184,13,26,True
2002,kg,39,157,12,6,False
2003,L,40,-149,7,18,False
2004,UN,61,14,4,2,True
2005,L,31,66,2,27,False
2006,L,5,-67,1,29,False
2007,UN,17,319,19,2,True
2008,kg,82,-178,13,12,False
2009,L,41,-232,1,8,True
2010,kg,69,389,8,8,True
2011,L,44,-112,19,12,False
2012,kg,30,-54,14,18,False
2013,L,31,153,19,8,False
2014,L,72,154,12,4,True
2015,kg,44,197,19,22,True
2016,L,15,-116,10,16,True
2017,L,6,211,14,28,False
2018,UN,87,-96,12,4,True
2019,L,77,-191,2,16,True
2020,kg,36,-7,19,1,False
2021,kg,18,-103,14,9,True
2022,L,35,-80,13,29,False
2023,kg,80,-181,13,29,True
2024,L,71,274,10,22,True
2025,UN,9,196,10,29,True
2026,UN,12,-135,8,26,True
2027,UN,37,296,14,19,False
2028,kg,60,-125,12,4,False
2029,kg,12,-137,16,16,False
2030,UN,43,-202,11,20,False
2031,kg,80,385,16,21,False
2032,UN,87,-159,11,19,True
2033,UN,92,-159,9,15,True
2034,L,40,326,19,15,False
2035,L,12,-61,17,23,False
2036,kg,92,-283,7,29,False
2037,UN,56,-60,15,20,False
2038,UN,76,-16,18,25,False
2039,L,73,-160,19,13,False
2040,L,41,-30,10,28,False
2041,kg,73,1,11,29,False
2042,UN,96,-186,9,15,False
2043,UN,71,49,6,19,False
2044,UN,52,139,2,11,False
2045,UN,16,-156,10,28,True
2046,UN,2,114,6,16,True
2047,L,16,-147,11,11,False
2048,L,32,24,13,26,True
2049,UN,15,-221,13,3,True
2050,UN,38,235,4,9,False
2051,L,10,198,17,20,False
2052,L,64,130,9,15,False
2053,UN,94,-114,6,26,False
2054,UN,85,424,5,26,False
2055,L,19,76,13,24,False
2056,kg,64,-240,4,13,False
2057,L,47,300,9,28,True
2058,UN,12,66,10,24,True
2059,L,92,290,1,25,False
2060,kg,44,-227,18,17,False
2061,kg,93,-33,16,25,False
2062,kg,67,-294,16,3,False
2063,kg,8,-147,15,10,True
2064,L,17,250,1,13,True
2065,L,71,-44,8,28,False
2066,L,84,153,16,1,True
2067,L,70,-127,11,20,False
2068,L,23,-22,1,5,False
2069,L,32,-107,9,7,True
2070,UN,81,295,6,13,False
2071,UN,17,15,17,11,True
2072,L,18,-235,6,26,True
2073,kg,76,-9,13,18,False
2074,L,91,261,11,12,True
2075,UN,19,228,9,19,True
2076,UN,13,202,11,7,True
2077,L,2,-135,15,15,False
2078,kg,91,48,2,23,False
2079,kg,22,124,8,18,False
2080,L,26,-154,11,1,False
2081,UN,95,139,10,22,False
2082,kg,12,25,19,27,False
2083,L,60,-82,1,13,False
2084,L,51,69,1,8,False
2085,kg,68,342,17,1,False
2086,kg,59,-282,18,16,True
2087,L,11,7,16,11,True
2088,kg,19,-274,8,9,False
2089,UN,87,-241,10,9,True
2090,L,86,132,13,16,False
2091,L,11,-10,5,6,False
2092,kg,9,214,10,7,True
2093,kg,84,315,1,2,False
2094,kg,82,270,17,9,False
2095,L,95,-114,7,17,False
2096,L,53,417,1,19,False
2097,UN,56,280,5,22,False
2098,L,74,255,10,10,True
2099,UN,7,-222,4,17,True
2100,kg,53,-215,15,25,False
2101,L,45,-178,13,11,False
2102,kg,83,63,4,2,False
2103,UN,94,-103,13,7,False
2104,kg,34,-181,13,26,True
2105,UN,43,322,7,10,False
2106,L,72,343,13,23,False
2107,kg,53,-48,2,14,False
2108,L,39,-98,10,18,True
2109,kg,90,298,12,5,True
2110,UN,37,-193,13,26,False
2111,L,83,296,12,8,True
2112,L,25,-70,11,16,True
2113,L,7,-103,6,22,False
2114,UN,20,315,17,20,False
2115,L,68,-155,9,22,False
2116,L,64,327,9,6,False
2117,UN,99,-171,10,21,False
2118,UN,98,156,9,15,False
2119,kg,11,139,14,16,True
2120,UN,67,-142,13,9,True
2121,L,94,42,2,23,True
2122,L,79,-92,17,7,True
2123,L,86,-296,14,20,False
2124,kg,38,-70,12,4,False
2125,kg,49,220,7,11,True
2126,kg,49,-53,15,6,True
2127,L,89,83,14,5,False
2128,kg,43,-245,4,18,True
2129,L,7,-218,9,22,True
2130,L,92,-167,12,1,True
2131,L,19,-19,19,26,False
2132,UN,48,-204,17,27,True
2133,UN,30,192,12,18,True
2134,L,85,-135,7,25,True
2135,kg,93,227,14,4,True
2136,kg,86,-178,11,14,True
2137,kg,16,-150,2,10,False
2138,L,60,93,19,15,True
2139,UN,59,-276,7,13,False
2140,kg,51,144,5,20,True
2141,kg,59,44,6,10,False
2142,UN,56,-244,15,27,False
2143,UN,76,-29,14,25,False
2144,L,71,270,10,3,True
2145,L,56,421,7,16,False
2146,kg,25,-144,3,22,False
2147,kg,75,403,5,6,True
2148,L,13,254,13,14,True
2149,UN,9,-208,15,29,False
2150,kg,61,334,15,19,True
2151,kg,95,377,14,17,False
2152,L,43,85,5,27,True
2153,UN,98,89,15,19,False
2154,kg,48,93,16,4,True
2155,kg,58,348,4,6,False
2156,UN,12,275,16,28,False
2157,kg,3,-141,12,22,False
2158,kg,6,56,2,4,True
2159,UN,40,-224,13,13,False
2160,UN,17,65,1,15,True
2161,L,43,406,14,2,True
2162,kg,89,369,19,7,True
2163,kg,51,-30,9,16,False
2164,UN,33,250,13,8,False
2165,L,37,214,16,12,True
2166,kg,40,-195,4,18,True
2167,UN,40,311,11,20,True
2168,kg,45,291,16,10,False
2169,kg,98,30,13,26,False
2170,L,37,382,13,12,True
2171,kg,93,404,10,29,True
2172,UN,42,293,4,16,True
2173,UN,48,197,10,19,False
2174,L,4,420,1,3,True
2175,kg,12,56,3,5,True
2176,kg,38,322,6,22,True
2177,L,80,78,6,22,True
2178,UN,26,150,11,26,True
2179,L,26,-65,5,5,True
2180,kg,86,298,17,6,False
2181,UN,14,-302,12,18,False
2182,L,88,377,1,14,False
2183,kg,32,-145,16,19,False
2184,UN,93,196,16,29,False
2185,UN,42,158,2,4,True
2186,kg,71,-174,2,5,True
2187,UN,67,166,12,27,False
2188,L,5,-241,18,4,True
2189,kg,99,321,7,11,False
2190,kg,37,129,9,12,True
2191,L,94,180,5,27,False
2192,L,47,148,3,18,True
2193,kg,8,414,16,7,True
2194,UN,86,-147,16,22,True
2195,L,51,164,10,11,False
2196,kg,96,145,13,5,True
2197,L,30,390,7,29,True
2198,kg,36,211,5,22,False
2199,UN,20,-19,5,19,False
2200,kg,63,-261,5,18,False
2201,UN,16,219,4,29,True
2202,kg,11,13,6,23,False
2203,kg,29,415,13,27,True
2204,kg,43,-151,9,2,False
2205,kg,77,184,14,26,True
2206,UN,82,30,17,15,False
2207,UN,65,-89,2,23,False
2208,L,79,-153,3,26,False
2209,L,17,-17,2,24,True
2210,UN,3,165,10,11,False
2211,UN,2,298,8,15,True
2212,UN,98,287,18,12,False
2213,L,55,-192,15,19,True
2214,L,67,-256,12,2,True
2215,kg,93,399,19,21,True
2216,UN,75,208,14,29,True
2217,L,32,278,17,21,True
2218,L,59,-215,7,12,False
2219,kg,61,248,5,28,False
2220,UN,49,153,13,21,False
2221,UN,79,413,9,29,False
2222,UN,37,-126,12,29,False
2223,L,19,134,19,18,False
2224,L,76,99,5,4,True
2225,L,94,-298,16,22,False
2226,kg,50,336,15,20,False
2227,kg,76,-61,3,4,False
2228,kg,96,27,4,21,False
2229,kg,32,320,14,7,True
2230,L,46,125,18,27,True
2231,L,82,201,4,9,False
2232,L,3,84,6,28,False
2233,kg,47,-4,5,4,False
2234,UN,49,155,7,3,False
2235,L,62,-38,10,11,True
2236,L,66,102,16,16,False
2237,UN,94,-176,10,13,False
2238,L,66,-12,8,15,False
2239,UN,53,133,10,17,False
2240,L,83,-116,11,7,True
2241,L,7,-120,4,2,True
2242,kg,3,204,19,15,True
2243,L,25,378,8,22,True
2244,L,48,-203,13,3,True
2245,UN,18,-113,19,27,False
2246,UN,68,329,8,13,True
2247,UN,50,24,10,18,True
2248,kg,86,-178,17,9,True
2249,kg,15,88,6,9,True
2250,kg,5,351,12,20,False
2251,L,49,358,17,7,False
2252,L,11,307,7,23,True
2253,L,75,15,14,11,False
2254,L,14,315,8,7,False
2255,UN,17,109,4,10,True
2256,kg,47,-165,17,16,True
2257,L,28,302,18,27,True
2258,UN,71,-124,11,7,True
2259,L,95,-229,10,17,True
2260,kg,1,-148,15,24,True
2261,L,94,301,13,23,True
2262,L,56,344,1,19,False
2263,UN,28,-166,12,20,False
2264,kg,64,344,18,13,False
2265,kg,60,-180,16,27,False
2266,UN,84,379,17,13,True
2267,L,77,-222,18,21,True
2268,L,69,234,1,23,False
2269,kg,75,-199,10,23,False
2270,kg,49,-132,8,10,False
2271,kg,99,421,4,25,True
2272,L,79,424,18,28,False
2273,kg,55,382,3,26,False
2274,kg,78,155,16,10,False
2275,L,94,-15,6,27,False
2276,L,10,15,14,15,True
2277,L,12,219,8,9,False
2278,UN,33,228,6,9,False
2279,kg,82,-184,3,21,True
2280,L,85,269,4,5,False
2281,L,66,-237,5,23,True
2282,UN,40,336,16,14,True
2283,UN,38,274,7,14,False
2284,kg,8,32,13,24,True
2285,UN,71,174,3,2,False
2286,L,45,204,1,21,True
2287,kg,34,-68,8,24,False
2288,L,86,-43,11,10,False
2289,UN,81,-140,14,11,False
2290,kg,36,-213,17,19,False
2291,L,75,212,1,18,False
2292,UN,90,199,2,4,True
2293,UN,68,141,3,26,False
2294,UN,37,-141,10,13,False
2295,kg,35,-110,8,16,True
2296,kg,10,214,8,1,True
2297,kg,26,-217,18,8,False
2298,kg,39,19,19,20,False
2299,L,20,238,5,5,False
2300,UN,58,214,18,23,False
2301,L,18,-86,4,3,True
2302,kg,22,-205,14,29,False
2303,kg,75,113,6,26,False
2304,kg,38,220,9,18,True
2305,kg,29,401,11,17,False
2306,L,42,341,5,3,False
2307,L,52,79,5,15,True
2308,L,86,259,4,28,True
2309,UN,30,412,9,4,False
2310,L,76,364,11,11,False
2311,L,61,303,7,26,True
2312,UN,9,379,14,16,False
2313,L,76,275,15,6,False
2314,UN,31,-286,14,23,False
2315,L,45,169,8,22,False
2316,UN,24,-111,10,25,False
2317,UN,23,-99,8,24,True
2318,kg,63,334,6,10,True
2319,L,98,-38,13,5,False
2320,kg,87,319,18,18,True
2321,L,81,-289,6,21,False
2322,UN,63,259,16,21,False
2323,L,1,279,11,2,True
2324,UN,95,33,6,24,True
2325,UN,40,-105,8,27,True
2326,UN,63,-238,18,23,True
2327,kg,21,383,13,23,False
2328,UN,42,-206,5,6,True
2329,UN,79,20,14,3,True
2330,kg,94,-283,19,29,True
2331,UN,88,-102,10,15,False
2332,kg,31,-156,17,8,True
2333,L,17,210,5,9,True
2334,L,93,75,7,1,True
2335,UN,14,-211,3,12,True
2336,UN,15,-181,8,21,True
2337,L,40,223,5,1,False
2338,kg,88,231,15,28,False
2339,kg,49,-199,13,2,False
2340,L,9,142,12,17,False
2341,kg,66,-288,10,28,False
2342,L,66,-21,8,11,True
2343,L,15,85,19,12,False
2344,L,94,338,13,4,True
2345,kg,44,172,13,28,False
2346,kg,12,-28,19,17,False
2347,L,10,360,4,22,False
2348,UN,38,-209,7,2,False
2349,L,79,417,2,27,False
2350,L,49,307,3,23,False
2351,kg,15,145,11,7,False
2352,UN,49,252,8,23,False
2353,kg,82,-232,6,5,False
2354,UN,77,-118,9,22,False
2355,kg,10,377,12,25,False
2356,kg,11,301,12,17,True
2357,L,99,195,8,16,False
2358,L,72,180,4,14,True
2359,kg,26,-92,14,13,True
2360,L,3,343,4,21,True
2361,kg,43,343,9,6,False
2362,L,9,348,8,12,True
2363,kg,15,308,5,14,True
2364,UN,19,-109,11,15,False
2365,UN,7,24,12,3,True
2366,kg,38,-240,11,22,True
2367,L,17,246,8,10,True
2368,UN,52,-299,5,17,True
2369,UN,70,202,17,27,False
2370,UN,18,-115,9,26,False
2371,kg,48,399,15,2,False
2372,UN,99,163,10,18,True
2373,UN,89,-46,2,12,False
2374,L,3,-255,16,22,False
2375,UN,77,-193,3,13,False
2376,L,61,123,12,2,True
2377,kg,7,-223,19,27,True
2378,L,51,365,12,3,False
2379,UN,44,172,8,4,True
2380,kg,75,-147,13,4,True
2381,UN,53,153,6,6,True
2382,L,51,-83,19,1,True
2383,UN,4,39,1,19,False
2384,UN,24,141,18,22,False
2385,UN,78,316,12,11,True
2386,kg,40,-59,10,15,False
2387,L,49,145,1,26,True
2388,UN,34,-48,11,9,False
2389,L,68,156,17,15,False
2390,UN,2,368,8,5,False
2391,L,96,-141,4,22,False
2392,UN,82,-198,4,14,False
2393,UN,7,362,12,22,True
2394,L,14,182,5,7,False
2395,L,99,-278,19,17,True
2396,L,65,211,7,24,True
2397,kg,31,111,8,8,False
2398,UN,94,-237,10,6,True
2399,UN,15,288,8,10,True
2400,UN,77,313,9,6,False
2401,UN,49,283,4,17,False
2402,L,87,193,11,21,False
2403,kg,85,410,3,20,False
2404,kg,46,409,16,20,False
2405,UN,11,228,13,11,True
2406,kg,34,-50,10,13,True
2407,kg,59,282,7,18,True
2408,L,6,54,16,2,True
2409,kg,53,-41,7,27,False
2410,UN,24,294,7,21,False
2411,kg,94,-150,7,9,True
2412,kg,2,325,13,2,False
2413,UN,22,-101,16,26,True
2414,L,76,-57,12,12,False
2415,L,14,-159,3,4,True
2416,kg,38,44,1,13,True
2417,kg,39,360,6,24,True
2418,kg,26,113,8,20,False
2419,UN,41,107,16,5,True
2420,UN,41,298,3,9,True
2421,L,90,66,7,9,False
2422,L,27,17,7,7,False
2423,L,45,-220,11,10,True
2424,kg,66,365,6,18,True
2425,L,23,117,14,8,False
2426,UN,79,155,11,7,False
2427,UN,43,192,13,5,False
2428,L,38,26,19,19,True
2429,kg,49,189,7,20,False
2430,UN,76,-190,13,19,True
2431,L,64,139,14,11,True
2432,kg,60,91,8,11,True
2433,kg,73,177,8,10,False
2434,L,16,-141,2,1,True
2435,UN,83,240,13,2,True
2436,UN,53,346,17,21,False
2437,UN,8,36,3,4,False
2438,L,43,-260,12,20,True
2439,kg,76,89,11,20,True
2440,kg,11,-169,4,1,False
2441,kg,36,173,13,14,True
2442,L,18,398,15,8,False
2443,UN,24,273,18,27,True
2444,L,78,236,10,3,True
2445,kg,5,-234,7,22,True
2446,L,56,369,3,23,True
2447,kg,86,-205,4,11,False
2448,L,1,100,17,16,True
2449,L,64,-133,6,13,True
2450,UN,82,335,17,7,True
2451,L,48,-3,19,18,False
2452,UN,36,372,13,5,False
2453,UN,50,5,6,11,True
2454,L,64,-215,6,18,True
2455,L,4,-233,13,12,True
2456,L,32,261,14,2,False
2457,L,9,-215,18,14,True
2458,kg,56,203,5,23,False
2459,UN,16,-166,2,28,True
2460,kg,65,144,16,20,True
2461,L,32,-139,2,8,True
2462,UN,69,-152,7,7,True
2463,kg,38,-130,10,5,False
2464,UN,43,-199,17,19,True
2465,UN,40,195,12,25,True
2466,L,50,327,9,7,False
2467,L,42,-251,12,4,True
2468,L,39,-292,13,6,True
2469,L,43,-63,18,12,False
2470,UN,75,-294,6,9,True
2471,kg,19,-250,19,2,True
2472,kg,39,76,18,17,True
2473,UN,99,215,2,17,True
2474,L,75,367,11,2,True
2475,L,18,116,17,29,False
2476,L,79,-102,16,1,True
2477,UN,34,240,15,14,True
2478,UN,76,89,19,8,False
2479,UN,47,53,19,18,False
2480,L,17,-63,15,20,True
2481,UN,48,-90,9,12,True
2482,kg,46,-188,17,1,False
2483,L,91,-44,2,20,True
2484,L,26,-43,12,13,True
2485,kg,72,368,15,29,True
2486,L,57,199,15,17,False
2487,kg,98,111,3,15,True
2488,L,63,125,10,9,False
2489,UN,90,-271,8,18,True
2490,L,60,297,7,4,False
2491,L,65,281,12,19,True
2492,L,21,22,17,10,True
2493,kg,28,-166,16,18,True
2494,kg,20,232,9,21,True
2495,UN,27,-93,11,12,True
2496,kg,42,-229,13,19,False
2497,UN,48,-267,2,16,True
2498,kg,19,-58,9,24,False
2499,UN,26,135,15,11,False
2500,UN,25,243,4,12,True
2501,UN,98,-190,12,21,False
2502,L,51,-220,9,22,True
2503,kg,97,-298,2,12,True
2504,kg,14,221,14,24,False
2505,L,64,131,9,18,True
2506,UN,16,285,16,6,True
2507,L,90,285,5,4,True
2508,L,61,357,13,26,True
2509,L,55,172,14,10,True
2510,kg,12,-53,2,16,True
2511,UN,53,176,1,3,False
2512,L,33,422,7,12,True
2513,L,35,149,12,11,False
2514,L,56,245,11,28,True
2515,L,91,-105,9,21,False
2516,L,87,-205,17,18,False
2517,UN,50,318,6,29,True
2518,L,85,-174,16,19,False
2519,UN,72,41,15,18,False
2520,L,10,-302,14,9,True
2521,L,18,-249,4,27,False
2522,L,12,15,11,28,False
2523,kg,45,57,1,14,True
2524,kg,38,30,4,7,False
2525,kg,62,164,10,3,False
2526,UN,62,424,14,11,True
2527,L,99,83,13,26,True
2528,UN,37,374,14,5,True
2529,UN,42,198,4,19,True
2530,UN,34,388,18,26,True
2531,kg,14,364,16,12,False
2532,UN,97,-9,15,7,True
2533,UN,13,208,8,26,False
2534,L,84,161,3,18,True
2535,L,20,-53,18,9,False
2536,L,95,0,10,25,True
2537,kg,62,-149,12,25,True
2538,UN,65,120,13,22,True
2539,UN,58,-222,11,16,True
2540,kg,94,-290,9,15,False
2541,kg,17,-277,12,11,True
2542,L,88,112,12,3,True
2543,kg,68,-158,10,22,True
2544,L,37,201,15,24,False
2545,L,24,11,13,1,True
2546,UN,82,304,19,1,True
2547,UN,6,-13,11,1,False
2548,UN,42,250,5,26,False
2549,kg,25,346,1,2,True
2550,L,11,287,12,9,False
2551,UN,73,282,7,18,True
2552,L,30,-223,17,11,False
2553,UN,84,105,12,18,True
2554,L,80,-73,13,4,True
2555,L,19,-43,12,20,True
2556,kg,43,58,2,13,False
2557,kg,3,-27,11,10,True
2558,L,53,-160,12,17,True
2559,L,23,152,18,11,True
2560,kg,50,-280,14,14,False
2561,L,32,-210,14,20,False
2562,L,6,-81,3,16,False
2563,UN,87,77,3,2,False
2564,kg,32,225,10,3,True
2565,UN,44,-257,2,10,False
2566,L,48,77,11,28,True
2567,kg,40,92,4,3,True
2568,L,71,-9,1,15,True
2569,UN,20,165,4,14,True
2570,L,68,159,9,23,False
2571,kg,75,28,4,1,False
2572,UN,81,-25,14,24,True
2573,UN,69,-77,16,29,True
2574,UN,15,-88,17,15,False
2575,kg,59,-138,5,3,True
2576,kg,79,193,11,8,False
2577,kg,98,-184,3,10,False
2578,UN,20,-68,9,3,True
2579,UN,27,268,5,7,True
2580,UN,67,-279,7,24,True
2581,UN,88,2,3,27,True
2582,UN,39,398,11,5,True
2583,UN,55,76,15,3,False
2584,L,34,197,8,25,True
2585,L,99,382,7,27,False
2586,L,1,288,10,20,False
2587,kg,24,-219,15,20,False
2588,L,84,-9,15,24,True
2589,kg,84,-1,16,28,True
2590,UN,38,120,1,16,False
2591,UN,91,-118,13,27,True
2592,kg,66,-226,19,7,True
2593,kg,48,241,9,7,False
2594,kg,68,-105,7,7,True
2595,L,15,250,11,18,False
2596,UN,69,324,13,21,False
2597,kg,29,-13,18,24,True
2598,kg,60,-208,7,19,False
2599,UN,80,227,9,28,False
2600,L,54,-192,2,8,True
2601,UN,95,143,19,11,True
2602,L,26,388,7,14,True
2603,L,55,106,1,2,True
2604,UN,64,272,1,15,False
2605,L,11,-304,8,19,True
2606,kg,65,128,19,6,False
2607,L,50,-104,18,11,True
2608,kg,13,299,18,23,False
2609,kg,8,408,16,10,False
2610,UN,97,-273,18,23,True
2611,kg,34,224,17,19,True
2612,kg,62,-127,2,13,True
2613,L,44,-76,13,1,True
2614,L,49,-167,4,16,True
2615,kg,97,136,18,7,True
2616,L,75,-300,8,7,True
2617,L,24,7,7,21,True
2618,UN,29,-257,15,13,False
2619,kg,42,-250,15,28,True
2620,kg,22,-245,5,11,False
2621,kg,53,-179,19,11,True
2622,kg,32,-133,6,26,False
2623,kg,44,-248,17,22,True
2624,kg,50,126,14,5,False
2625,L,16,-88,2,4,True
2626,kg,9,144,18,8,True
2627,L,10,-100,7,23,True
2628,kg,62,7,10,5,False
2629,UN,99,77,15,5,True
2630,L,88,-1,17,14,True
2631,L,60,292,6,27,False
2632,UN,62,133,14,29,False
2633,kg,60,178,5,22,True
2634,UN,88,8,1,12,True
2635,kg,65,386,11,8,False
2636,L,64,230,4,17,True
2637,UN,68,316,5,11,True
2638,L,8,-154,2,15,False
2639,UN,96,207,18,2,True
2640,kg,66,-99,3,26,True
2641,UN,89,308,17,14,False
2642,L,89,164,17,17,False
2643,kg,47,43,9,9,False
2644,kg,95,367,18,12,False
2645,kg,18,133,15,19,False
2646,UN,20,252,7,27,True
2647,UN,96,276,5,20,False
2648,L,12,325,5,27,False
2649,UN,11,-291,7,18,False
2650,L,11,-80,4,11,False
2651,kg,2,37,19,14,False
2652,kg,30,-134,12,3,False
2653,L,21,302,4,17,True
2654,UN,37,31,18,3,False
2655,kg,83,235,4,8,False
2656,UN,30,33,3,24,True
2657,UN,59,-240,16,10,False
2658,L,67,238,2,29,False
2659,kg,9,-273,18,21,False
2660,kg,88,181,15,1,False
2661,L,56,306,1,7,True
2662,UN,85,53,1,7,False
2663,L,46,313,19,4,True
2664,UN,19,-298,19,27,False
2665,kg,96,52,12,22,True
2666,UN,30,240,7,3,False
2667,kg,55,308,19,6,False
2668,kg,79,363,2,14,False
2669,kg,34,76,17,23,False
2670,L,27,-21,19,15,True
2671,L,48,405,16,16,False
2672,L,91,149,1,2,False
2673,UN,81,112,3,5,True
2674,kg,45,296,5,3,False
2675,L,34,406,1,7,False
2676,UN,93,421,10,8,False
2677,kg,58,136,7,9,True
2678,kg,67,61,6,17,False
2679,UN,10,418,19,27,False
2680,L,90,-29,4,10,False
2681,kg,26,-238,6,12,False
2682,kg,7,166,2,19,True
2683,L,35,-244,3,14,False
2684,L,59,-103,9,24,False
2685,L,8,43,14,14,False
2686,kg,7,216,10,28,True
2687,kg,92,190,1,9,True
2688,L,33,-248,19,28,True
2689,kg,14,-69,11,14,True
2690,L,14,107,16,26,True
2691,L,39,126,12,22,True
2692,UN,78,162,16,11,False
2693,kg,89,201,11,25,True
2694,kg,88,351,6,5,False
2695,kg,10,297,17,18,True
2696,kg,18,-176,10,8,True
2697,kg,12,113,9,3,False
2698,kg,62,-40,12,11,False
2699,UN,43,338,5,13,True
2700,kg,39,109,18,8,True
2701,kg,81,376,17,5,False
2702,L,51,186,17,13,False
2703,UN,76,255,16,16,True
2704,L,41,408,11,8,True
2705,L,97,-131,14,22,True
2706,kg,39,149,6,29,True
2707,kg,56,-254,19,8,False
2708,UN,58,33,4,10,False
2709,UN,95,-152,18,23,False
2710,L,62,-284,11,28,True
2711,UN,24,-34,19,26,False
2712,L,30,151,18,26,False
2713,L,90,254,15,26,False
2714,UN,48,374,5,25,True
2715,UN,68,64,19,27,False
2716,UN,55,-236,18,24,True
2717,L,75,327,13,8,False
2718,UN,15,121,15,4,True
2719,kg,51,25,3,8,False
2720,kg,67,381,17,19,False
2721,L,74,-173,5,24,False
2722,UN,89,-250,5,9,False
2723,L,16,20,11,14,True
2724,L,21,327,9,8,False
2725,kg,61,282,18,20,False
2726,kg,28,230,3,19,False
2727,L,53,-204,15,14,False
2728,UN,86,60,1,9,False
2729,UN,26,104,9,26,True
2730,L,82,350,3,6,False
2731,L,48,-107,4,24,False
2732,UN,2,371,15,15,False
2733,L,19,403,6,24,True
